problem, generation, min, mean, stdev, max
jp50, 0, 1, -702694.57, -453706.60, 100925.75, 0.00
jp50, 1, 1, -569678.39, -422042.04, 95715.37, 0.00
jp50, 2, 1, -526661.00, -404734.17, 104951.19, 0.00
jp50, 3, 1, -500250.63, -374539.59, 125995.22, 0.00
jp50, 4, 1, -481008.88, -340132.76, 140959.73, 0.00
jp50, 5, 1, -466619.25, -304125.91, 156429.00, 0.00
jp50, 6, 1, -432397.45, -237727.28, 171791.99, 40655.54
jp50, 7, 1, -403196.61, -154538.82, 164594.26, 42090.44
jp50, 8, 1, -314770.57, -66239.30, 119791.81, 65376.96
jp50, 9, 1, -111544.06, 5697.72, 32096.92, 65376.96
jp50, 10, 1, 0.00, 24425.08, 22158.31, 68320.82
jp50, 11, 1, 0.00, 37266.42, 20781.16, 78522.39
jp50, 12, 1, 21146.32, 50030.09, 13774.41, 80563.18
jp50, 13, 1, 39134.10, 57376.16, 11966.05, 84038.43
jp50, 14, 1, 46205.52, 64269.56, 11590.71, 106765.94
jp50, 15, 1, 53772.83, 70648.83, 10568.36, 106765.94
jp50, 16, 1, 61629.23, 76690.22, 9511.27, 110839.72
jp50, 17, 1, 68401.30, 80133.91, 9497.22, 110839.72
jp50, 18, 1, 72840.60, 83760.40, 10533.00, 110839.72
jp50, 19, 1, 75324.98, 88027.87, 11135.17, 114998.74
jp50, 20, 1, 78258.85, 92571.92, 11090.98, 114998.74
jp50, 21, 1, 81307.45, 97761.68, 10176.86, 116512.59
jp50, 22, 1, 86556.17, 101717.33, 8379.45, 116512.59
jp50, 23, 1, 90901.35, 105657.88, 6237.30, 120793.78
jp50, 24, 1, 102233.34, 109002.10, 4125.22, 120793.78
jp50, 25, 1, 105766.47, 110734.26, 3993.07, 120793.78
jp50, 26, 1, 107045.89, 112061.47, 4047.49, 124319.70
jp50, 27, 1, 107907.18, 113575.53, 3630.99, 124319.70
jp50, 28, 1, 109501.75, 114753.39, 3150.55, 124319.70
jp50, 29, 1, 110824.07, 115779.63, 2982.59, 124319.70
jp50, 30, 1, 112970.73, 117078.90, 2481.02, 124319.70
jp50, 31, 1, 114581.28, 117784.59, 2387.43, 124319.70
jp50, 32, 1, 114998.74, 118352.80, 2365.11, 124501.96
jp50, 33, 1, 116106.36, 118988.37, 2252.27, 124501.96
jp50, 34, 1, 116715.58, 119834.68, 2146.45, 125205.10
jp50, 35, 1, 117361.72, 120587.75, 2086.03, 125205.10
jp50, 36, 1, 118518.07, 121316.15, 1813.54, 125205.10
jp50, 37, 1, 119317.87, 121914.86, 1658.28, 125205.10
jp50, 38, 1, 120485.66, 122618.63, 1466.68, 125205.10
jp50, 39, 1, 120703.59, 122987.60, 1387.21, 125205.10
jp50, 40, 1, 121349.29, 123409.96, 1237.83, 125205.10
jp50, 41, 1, 121828.46, 123877.35, 1015.49, 125205.10
jp50, 42, 1, 122704.19, 124318.79, 738.67, 125205.10
jp50, 0, 2, -664694.86, -453371.69, 91885.77, 0.00
jp50, 1, 2, -573225.72, -422039.94, 93738.67, 0.00
jp50, 2, 2, -512540.06, -402926.33, 97339.35, 0.00
jp50, 3, 2, -483768.77, -362674.06, 116696.78, 49773.30
jp50, 4, 2, -463128.05, -340625.00, 123513.51, 49790.09
jp50, 5, 2, -454385.10, -329936.74, 121857.27, 49790.09
jp50, 6, 2, -436276.48, -294966.26, 127378.43, 49790.09
jp50, 7, 2, -410805.16, -247078.05, 143368.61, 55865.38
jp50, 8, 2, -375211.54, -176592.24, 154908.68, 62442.06
jp50, 9, 2, -318170.48, -92936.28, 137297.67, 90023.55
jp50, 10, 2, -249285.82, -25035.44, 100806.57, 90023.55
jp50, 11, 2, -98678.57, 24950.99, 40982.33, 95227.64
jp50, 12, 2, 0.00, 45796.97, 24488.88, 98483.14
jp50, 13, 2, 29394.84, 60169.80, 18670.31, 98483.14
jp50, 14, 2, 44586.94, 67994.80, 17473.03, 108381.97
jp50, 15, 2, 51877.69, 77099.71, 14745.19, 108381.97
jp50, 16, 2, 62082.33, 84144.48, 10639.58, 108381.97
jp50, 17, 2, 77298.29, 90162.35, 7932.01, 109562.54
jp50, 18, 2, 82252.85, 93587.48, 6013.05, 109562.54
jp50, 19, 2, 88976.09, 96829.33, 4779.83, 109562.54
jp50, 20, 2, 92737.53, 99367.94, 4226.30, 111026.76
jp50, 21, 2, 95227.45, 101193.30, 4160.13, 112206.42
jp50, 22, 2, 97087.15, 102931.31, 4218.80, 113012.29
jp50, 23, 2, 98686.06, 104547.84, 3884.67, 114140.25
jp50, 24, 2, 99865.15, 105584.58, 3626.09, 114140.25
jp50, 25, 2, 101871.41, 107892.91, 3122.15, 114140.25
jp50, 26, 2, 105405.94, 109378.14, 2567.82, 115775.45
jp50, 27, 2, 106501.87, 110229.49, 2198.06, 115775.45
jp50, 28, 2, 108130.76, 111073.56, 1768.77, 115775.45
jp50, 29, 2, 108534.44, 111672.29, 1629.02, 116296.70
jp50, 30, 2, 109647.88, 112334.65, 1465.04, 116296.70
jp50, 31, 2, 110719.15, 112796.64, 1403.28, 116296.70
jp50, 32, 2, 111761.26, 113468.89, 1704.04, 120625.64
jp50, 33, 2, 112206.42, 114111.57, 1931.41, 120625.64
jp50, 34, 2, 112206.42, 114758.23, 1943.45, 120625.64
jp50, 35, 2, 113012.29, 115368.89, 1886.76, 121434.35
jp50, 36, 2, 113828.48, 116255.75, 1870.25, 121434.35
jp50, 37, 2, 114512.34, 117051.79, 2268.18, 128865.50
jp50, 38, 2, 114963.22, 117920.97, 2601.76, 130235.42
jp50, 39, 2, 115975.61, 118748.00, 2828.28, 130235.42
jp50, 40, 2, 116296.70, 119510.90, 3195.48, 130235.42
jp50, 41, 2, 116917.42, 120436.62, 3312.07, 130235.42
jp50, 42, 2, 118217.63, 121629.42, 3524.18, 130235.42
jp50, 43, 2, 119028.41, 122948.22, 3784.13, 130235.42
jp50, 44, 2, 119761.72, 124277.40, 3701.85, 131253.72
jp50, 45, 2, 120426.53, 125624.98, 3441.81, 131253.72
jp50, 46, 2, 121007.82, 126748.39, 3028.41, 132868.08
jp50, 47, 2, 122888.44, 128209.02, 2100.64, 136439.99
jp50, 48, 2, 126248.05, 128938.19, 1804.71, 136439.99
jp50, 49, 2, 127300.23, 129555.12, 1715.11, 136439.99
jp50, 50, 2, 127847.84, 130053.26, 1916.85, 137275.63
jp50, 51, 2, 128274.28, 130443.24, 1877.94, 137275.63
jp50, 52, 2, 128865.50, 130976.39, 2109.84, 139053.26
jp50, 53, 2, 129556.16, 131487.83, 2192.95, 139053.26
jp50, 54, 2, 129752.70, 131997.16, 2532.49, 143881.51
jp50, 55, 2, 130056.20, 132626.70, 2704.02, 143881.51
jp50, 56, 2, 130235.42, 133822.05, 3018.37, 143881.51
jp50, 57, 2, 131126.74, 135360.18, 3153.12, 143881.51
jp50, 58, 2, 131869.90, 136297.98, 3221.70, 147680.77
jp50, 59, 2, 132943.20, 137286.89, 3148.98, 147680.77
jp50, 60, 2, 134279.85, 138433.11, 3030.16, 147680.77
jp50, 61, 2, 135829.82, 139621.66, 3068.97, 147680.77
jp50, 62, 2, 136439.99, 140656.41, 3162.22, 152466.84
jp50, 63, 2, 137292.40, 141767.01, 2809.19, 152466.84
jp50, 64, 2, 138542.80, 142423.71, 2502.50, 152466.84
jp50, 65, 2, 140360.54, 143361.98, 2162.05, 152466.84
jp50, 66, 2, 141548.38, 144177.29, 2255.31, 152466.84
jp50, 67, 2, 141923.11, 144891.04, 2282.47, 152466.84
jp50, 68, 2, 143270.62, 145857.75, 2503.04, 152466.84
jp50, 69, 2, 143881.51, 146952.74, 2778.98, 152466.84
jp50, 70, 2, 143881.51, 147927.44, 2674.94, 153411.42
jp50, 71, 2, 145223.19, 149103.57, 2300.43, 153411.42
jp50, 72, 2, 146030.96, 149893.62, 1830.12, 153411.42
jp50, 73, 2, 147680.77, 150640.93, 1396.52, 153411.42
jp50, 74, 2, 149205.03, 151196.17, 1213.26, 153411.42
jp50, 75, 2, 149450.96, 151473.46, 1152.87, 154590.56
jp50, 76, 2, 150207.31, 151941.82, 1048.36, 155343.03
jp50, 77, 2, 150643.09, 152324.26, 1027.20, 155343.03
jp50, 78, 2, 151472.50, 152860.27, 948.58, 155343.03
jp50, 0, 3, -703038.04, -460154.55, 97931.09, 0.00
jp50, 1, 3, -592868.95, -442116.37, 89860.97, 0.00
jp50, 2, 3, -562938.70, -429406.46, 84956.53, 0.00
jp50, 3, 3, -523564.48, -408556.89, 75516.41, 0.00
jp50, 4, 3, -491200.96, -382200.66, 81065.30, 0.00
jp50, 5, 3, -474904.74, -364150.62, 87373.54, 25560.25
jp50, 6, 3, -462229.89, -348064.90, 94719.97, 30442.85
jp50, 7, 3, -430587.88, -321230.62, 108755.51, 30442.85
jp50, 8, 3, -410573.39, -304267.06, 116157.63, 30442.85
jp50, 9, 3, -395951.74, -280693.86, 117375.04, 30442.85
jp50, 10, 3, -374402.94, -237793.18, 134274.06, 47765.14
jp50, 11, 3, -354291.11, -188737.26, 145630.38, 53633.81
jp50, 12, 3, -293494.80, -120656.03, 144304.72, 53633.81
jp50, 13, 3, -268212.88, -38062.31, 111515.97, 53633.81
jp50, 14, 3, -90307.41, 26295.68, 24338.37, 56079.34
jp50, 15, 3, 18854.91, 36130.94, 9877.90, 60358.97
jp50, 16, 3, 29067.87, 41703.61, 9032.62, 60358.97
jp50, 17, 3, 30442.85, 45759.94, 8468.70, 68130.02
jp50, 18, 3, 39792.85, 50393.64, 7274.61, 72230.97
jp50, 19, 3, 43758.11, 52732.93, 6531.89, 72230.97
jp50, 20, 3, 47634.25, 55530.01, 6245.46, 76975.57
jp50, 21, 3, 50448.55, 57516.61, 6336.34, 76975.57
jp50, 22, 3, 52583.96, 60019.80, 6894.18, 76975.57
jp50, 23, 3, 54247.86, 62314.46, 6764.27, 76975.57
jp50, 24, 3, 54986.29, 64940.89, 6269.63, 76975.57
jp50, 25, 3, 59174.01, 68067.61, 5466.32, 80379.93
jp50, 26, 3, 63032.22, 71076.80, 5032.61, 90038.53
jp50, 27, 3, 67508.72, 74127.11, 4811.43, 90038.53
jp50, 28, 3, 70186.51, 76141.57, 4701.86, 90038.53
jp50, 29, 3, 72230.97, 78561.54, 4681.11, 90038.53
jp50, 30, 3, 74175.29, 80516.55, 4741.66, 97100.15
jp50, 31, 3, 76433.41, 82678.17, 4586.29, 98388.92
jp50, 32, 3, 79252.69, 85092.03, 4404.74, 98664.33
jp50, 33, 3, 81245.98, 87636.85, 5118.26, 101135.18
jp50, 34, 3, 83118.94, 89658.09, 4991.87, 101135.18
jp50, 35, 3, 85141.84, 91272.18, 4695.90, 101135.18
jp50, 36, 3, 86567.44, 93040.00, 4459.50, 101201.90
jp50, 37, 3, 89044.39, 95164.54, 4199.99, 109063.55
jp50, 38, 3, 90316.16, 97068.57, 4189.15, 109098.28
jp50, 39, 3, 92694.70, 98797.61, 3926.36, 110178.76
jp50, 40, 3, 96452.25, 100612.22, 3953.99, 112773.59
jp50, 41, 3, 97327.65, 102304.17, 4622.18, 116126.95
jp50, 42, 3, 98388.92, 104683.49, 5179.17, 118327.78
jp50, 43, 3, 99095.51, 107031.33, 5579.73, 122832.88
jp50, 44, 3, 101734.79, 109361.37, 5396.10, 123087.85
jp50, 45, 3, 104360.43, 112171.75, 5400.07, 124760.14
jp50, 46, 3, 107188.39, 114397.06, 5193.02, 127770.00
jp50, 47, 3, 109715.42, 116741.09, 4559.10, 127770.00
jp50, 48, 3, 112104.87, 118668.12, 3926.69, 127770.00
jp50, 49, 3, 114371.65, 119891.83, 3591.62, 129267.06
jp50, 50, 3, 116019.15, 121357.77, 3358.62, 129267.06
jp50, 51, 3, 119192.85, 123305.82, 2697.32, 131505.92
jp50, 52, 3, 120908.45, 124308.29, 2714.80, 132179.57
jp50, 53, 3, 122130.36, 125588.12, 2713.71, 132179.57
jp50, 54, 3, 122991.42, 126604.24, 2613.27, 132179.57
jp50, 55, 3, 123455.77, 127677.27, 2326.92, 132685.50
jp50, 56, 3, 125288.14, 128880.00, 1871.53, 133774.82
jp50, 57, 3, 127491.25, 129676.27, 1438.55, 133774.82
jp50, 58, 3, 128333.15, 130129.64, 1477.94, 135203.20
jp50, 59, 3, 128866.19, 130695.35, 1489.76, 135203.20
jp50, 60, 3, 129267.06, 131239.28, 1581.40, 136256.31
jp50, 61, 3, 129492.28, 131941.34, 1696.65, 136256.31
jp50, 62, 3, 130039.88, 132667.88, 1611.00, 136256.31
jp50, 63, 3, 131271.02, 133263.66, 1436.78, 136256.31
jp50, 64, 3, 131698.05, 133692.82, 1348.28, 136256.31
jp50, 65, 3, 132179.57, 134165.60, 1415.44, 140100.78
jp50, 66, 3, 132701.32, 134669.24, 1404.99, 140100.78
jp50, 67, 3, 133214.00, 135230.74, 1412.62, 140743.03
jp50, 68, 3, 134076.90, 135860.16, 1436.01, 140743.03
jp50, 69, 3, 134438.91, 136304.18, 1496.48, 140743.03
jp50, 70, 3, 135114.77, 136752.26, 1571.21, 141363.31
jp50, 71, 3, 135435.82, 137241.11, 1558.95, 141363.31
jp50, 72, 3, 135986.67, 137993.82, 1526.37, 141363.31
jp50, 73, 3, 136581.09, 138738.48, 1432.63, 141363.31
jp50, 74, 3, 137179.40, 139250.53, 1224.88, 141363.31
jp50, 75, 3, 138121.41, 139584.68, 1140.95, 141598.96
jp50, 76, 3, 138205.09, 139893.61, 1055.47, 141598.96
jp50, 77, 3, 138513.74, 140363.29, 807.52, 141598.96
jp50, 0, 4, -635090.14, -459214.67, 87680.91, 0.00
jp50, 1, 4, -558428.41, -429631.05, 93291.65, 0.00
jp50, 2, 4, -532925.95, -415841.67, 90173.88, 0.00
jp50, 3, 4, -493691.47, -388353.51, 98121.38, 0.00
jp50, 4, 4, -481412.89, -370888.03, 102172.77, 0.00
jp50, 5, 4, -476443.09, -352286.85, 114939.58, 0.00
jp50, 6, 4, -454096.91, -314695.59, 128790.91, 24754.19
jp50, 7, 4, -434211.63, -280475.85, 133771.32, 24754.19
jp50, 8, 4, -402048.71, -239914.07, 139361.96, 24754.19
jp50, 9, 4, -370814.98, -202391.47, 144365.25, 52861.51
jp50, 10, 4, -341140.98, -156757.27, 140619.41, 52861.51
jp50, 11, 4, -302222.01, -91099.75, 121144.17, 52861.51
jp50, 12, 4, -240255.30, -40255.93, 90449.88, 60379.86
jp50, 13, 4, -45113.90, 11900.40, 26991.47, 93510.90
jp50, 14, 4, -4859.53, 22673.48, 23615.36, 93510.90
jp50, 15, 4, 0.00, 35300.15, 24038.17, 94614.22
jp50, 16, 4, 14735.43, 48622.49, 20690.51, 105205.13
jp50, 17, 4, 28049.69, 56758.95, 18885.49, 105205.13
jp50, 18, 4, 38362.02, 65356.44, 16620.93, 105205.13
jp50, 19, 4, 51725.08, 74471.92, 15036.89, 105205.13
jp50, 20, 4, 59937.43, 81104.89, 12638.06, 105205.13
jp50, 21, 4, 69601.84, 88084.05, 9998.36, 110373.29
jp50, 22, 4, 78890.92, 93556.97, 7397.51, 111025.93
jp50, 23, 4, 87757.14, 97016.25, 6214.26, 117310.10
jp50, 24, 4, 92099.55, 100305.18, 6318.13, 118227.30
jp50, 25, 4, 94614.22, 102561.90, 5884.31, 118227.30
jp50, 26, 4, 97566.17, 105374.88, 5603.57, 121053.53
jp50, 27, 4, 100095.38, 108086.85, 5733.05, 127094.73
jp50, 28, 4, 102571.50, 110366.18, 5627.06, 128794.05
jp50, 29, 4, 105205.13, 112445.77, 5767.57, 128794.05
jp50, 30, 4, 106975.66, 114568.19, 5520.38, 128794.05
jp50, 31, 4, 109993.86, 117395.99, 5522.71, 128794.05
jp50, 32, 4, 112100.84, 119506.22, 5426.51, 130302.34
jp50, 33, 4, 114886.03, 121596.85, 5072.27, 130302.34
jp50, 34, 4, 117117.81, 123803.58, 4596.39, 130302.34
jp50, 35, 4, 118227.30, 125980.04, 3248.08, 130302.34
jp50, 36, 4, 121133.02, 127539.36, 2296.06, 139896.01
jp50, 37, 4, 125148.19, 128686.92, 2533.36, 140017.68
jp50, 38, 4, 126823.60, 129511.76, 3228.00, 140017.68
jp50, 39, 4, 128048.29, 130386.82, 3787.82, 140717.72
jp50, 40, 4, 128419.27, 131670.53, 4486.23, 140717.72
jp50, 41, 4, 128794.05, 133429.60, 5058.49, 140717.72
jp50, 42, 4, 128794.05, 134941.50, 4897.58, 140717.72
jp50, 43, 4, 129140.74, 136822.08, 4035.63, 140717.72
jp50, 44, 4, 131323.25, 138840.93, 2179.65, 140717.72
jp50, 45, 4, 136193.92, 139553.53, 1028.02, 140717.72
jp50, 46, 4, 138296.72, 139951.68, 553.12, 140717.72
jp50, 0, 5, -681728.77, -447041.22, 95913.41, 0.00
jp50, 1, 5, -552730.32, -421353.23, 89266.75, 0.00
jp50, 2, 5, -523097.24, -400230.89, 89165.16, 0.00
jp50, 3, 5, -504976.39, -386100.19, 95061.36, 0.00
jp50, 4, 5, -490250.21, -369892.79, 93969.39, 0.00
jp50, 5, 5, -470084.08, -349202.92, 92820.87, 0.00
jp50, 6, 5, -441214.27, -323466.50, 88708.71, 0.00
jp50, 7, 5, -417429.75, -293144.95, 88949.01, 0.00
jp50, 8, 5, -357518.49, -249260.84, 79638.81, 0.00
jp50, 9, 5, -317873.30, -218415.78, 64065.67, 0.00
jp50, 10, 5, -300248.29, -194291.96, 56845.02, 0.00
jp50, 11, 5, -230740.06, -179435.57, 54883.67, 0.00
jp50, 12, 5, -209144.63, -171808.11, 58097.28, 0.00
jp50, 13, 5, -203267.20, -152817.62, 70787.13, 4318.17
jp50, 14, 5, -199447.09, -131486.20, 79719.09, 4318.17
jp50, 15, 5, -192951.29, -102187.27, 86548.21, 34004.80
jp50, 16, 5, -181881.96, -64239.86, 81945.28, 40642.21
jp50, 17, 5, -159674.74, -19786.76, 54701.75, 58298.95
jp50, 18, 5, -28015.64, 8481.02, 15320.99, 58298.95
jp50, 19, 5, 0.00, 14859.03, 16761.18, 61454.89
jp50, 20, 5, 0.00, 22049.45, 18994.98, 67642.60
jp50, 21, 5, 4157.59, 31833.76, 18302.21, 70648.66
jp50, 22, 5, 17511.01, 40116.30, 15830.65, 85103.26
jp50, 23, 5, 25348.77, 48599.60, 13612.79, 85103.26
jp50, 24, 5, 34004.80, 55341.22, 13107.50, 86676.40
jp50, 25, 5, 44592.50, 61302.11, 10577.37, 86676.40
jp50, 26, 5, 52086.86, 66510.13, 9561.18, 91608.72
jp50, 27, 5, 57780.92, 70561.37, 8096.65, 91608.72
jp50, 28, 5, 62879.06, 74985.26, 7224.54, 91713.21
jp50, 29, 5, 69253.03, 78476.09, 6909.50, 93868.61
jp50, 30, 5, 71213.13, 81349.87, 6519.29, 93868.61
jp50, 31, 5, 75242.43, 85207.29, 6552.26, 119007.90
jp50, 32, 5, 78764.61, 87581.70, 6683.80, 119007.90
jp50, 33, 5, 82728.40, 91074.58, 6978.36, 119007.90
jp50, 34, 5, 85389.89, 94229.98, 7983.24, 120699.61
jp50, 35, 5, 88116.74, 96941.66, 9012.06, 124045.82
jp50, 36, 5, 90071.09, 99946.69, 9560.13, 124045.82
jp50, 37, 5, 91608.72, 104023.65, 9896.72, 124308.58
jp50, 38, 5, 95475.77, 109041.76, 9274.51, 124354.57
jp50, 39, 5, 100711.88, 114241.40, 7102.28, 126269.52
jp50, 40, 5, 106952.62, 117969.31, 4665.72, 126847.20
jp50, 41, 5, 113564.57, 119915.65, 3461.29, 126847.20
jp50, 42, 5, 116566.63, 121368.25, 2892.74, 126847.20
jp50, 43, 5, 118243.26, 122429.73, 2462.69, 126847.20
jp50, 44, 5, 119530.82, 123221.73, 2116.83, 126847.20
jp50, 45, 5, 120568.18, 123901.87, 1675.62, 126847.20
jp50, 46, 5, 122000.41, 124573.45, 1347.68, 126847.20
jp50, 47, 5, 123376.02, 125105.94, 1139.59, 128617.58
jp50, 48, 5, 123711.83, 125457.64, 1006.30, 128617.58
jp50, 49, 5, 124147.22, 125801.78, 930.65, 128754.21
jp50, 0, 6, -666537.57, -450316.79, 92648.08, 0.00
jp50, 1, 6, -566803.81, -429735.71, 86240.86, 0.00
jp50, 2, 6, -547671.38, -422134.19, 83240.53, 0.00
jp50, 3, 6, -502992.71, -390363.72, 87405.57, 0.00
jp50, 4, 6, -490101.53, -372511.67, 85221.98, 0.00
jp50, 5, 6, -466378.29, -350261.84, 85314.17, 0.00
jp50, 6, 6, -446913.74, -326959.27, 89615.21, 0.00
jp50, 7, 6, -421745.83, -310419.11, 84942.84, 0.00
jp50, 8, 6, -396271.93, -286536.88, 97535.42, 13983.07
jp50, 9, 6, -371692.86, -252028.22, 111744.17, 35598.99
jp50, 10, 6, -343431.68, -208354.66, 121315.15, 49260.31
jp50, 11, 6, -329275.27, -162005.43, 122047.00, 49260.31
jp50, 12, 6, -252115.78, -92531.69, 114035.53, 49260.31
jp50, 13, 6, -230735.22, -31425.91, 78736.99, 63210.78
jp50, 14, 6, -58790.96, 11950.11, 29584.21, 63210.78
jp50, 15, 6, -6095.33, 26237.44, 20988.55, 63210.78
jp50, 16, 6, 4100.09, 37635.59, 18770.98, 73486.31
jp50, 17, 6, 19536.75, 49172.93, 13815.32, 83566.78
jp50, 18, 6, 37902.63, 56586.76, 10475.09, 90283.89
jp50, 19, 6, 48391.34, 61879.49, 8028.03, 90283.89
jp50, 20, 6, 56017.02, 65791.82, 8126.93, 90634.06
jp50, 21, 6, 60403.70, 69577.49, 8725.81, 91964.15
jp50, 22, 6, 61682.93, 72560.66, 9211.22, 95016.82
jp50, 23, 6, 63601.73, 76561.39, 9755.26, 101080.86
jp50, 24, 6, 69734.80, 81187.15, 8966.41, 101080.86
jp50, 25, 6, 72486.32, 85881.48, 7671.99, 101105.63
jp50, 26, 6, 78203.32, 89787.60, 5482.16, 101105.63
jp50, 27, 6, 86397.47, 92767.68, 3545.38, 104156.38
jp50, 28, 6, 90283.89, 94461.80, 3018.93, 104156.38
jp50, 29, 6, 91509.36, 95382.10, 2887.40, 104156.38
jp50, 30, 6, 92787.28, 96561.77, 2911.47, 106236.83
jp50, 31, 6, 93756.64, 97311.48, 3205.26, 111178.08
jp50, 32, 6, 94478.12, 98884.80, 3518.08, 111178.08
jp50, 33, 6, 95386.35, 100313.49, 3470.03, 111178.08
jp50, 34, 6, 97409.00, 101933.31, 3704.37, 113866.46
jp50, 35, 6, 98221.33, 103328.04, 3838.30, 113954.60
jp50, 36, 6, 99353.95, 104920.31, 4138.16, 116792.07
jp50, 37, 6, 101249.26, 106992.94, 4169.46, 119539.60
jp50, 38, 6, 103758.44, 108772.60, 4013.11, 121044.17
jp50, 39, 6, 104702.74, 110160.68, 3980.02, 121322.62
jp50, 40, 6, 106565.91, 111781.02, 3745.21, 121322.62
jp50, 41, 6, 108007.85, 113841.20, 3623.48, 121322.62
jp50, 42, 6, 109897.24, 115141.40, 3326.47, 121322.62
jp50, 43, 6, 112942.48, 116926.70, 3014.90, 121322.62
jp50, 44, 6, 113866.46, 118092.66, 2671.54, 123238.38
jp50, 45, 6, 114163.62, 119080.70, 2100.63, 123238.38
jp50, 46, 6, 116721.06, 119846.60, 1536.27, 123238.38
jp50, 47, 6, 118117.28, 120493.01, 1184.42, 124482.20
jp50, 48, 6, 119182.15, 120929.00, 1052.83, 124482.20
jp50, 49, 6, 119874.96, 121346.77, 1279.76, 127707.94
jp50, 50, 6, 120645.13, 121904.83, 1699.89, 127707.94
jp50, 51, 6, 120722.42, 122429.83, 1901.62, 127707.94
jp50, 52, 6, 121044.17, 123167.30, 2364.34, 129683.62
jp50, 53, 6, 121322.62, 124104.89, 2893.24, 134192.74
jp50, 54, 6, 121322.62, 124952.66, 2886.94, 134192.74
jp50, 55, 6, 121674.59, 125820.59, 2833.12, 134192.74
jp50, 56, 6, 122863.37, 126848.44, 2852.90, 134192.74
jp50, 57, 6, 123735.79, 128195.66, 2807.16, 139302.96
jp50, 58, 6, 125164.83, 129263.58, 2710.85, 139302.96
jp50, 59, 6, 127007.03, 130283.46, 3055.78, 139302.96
jp50, 60, 6, 127539.15, 131470.42, 3347.65, 139566.58
jp50, 61, 6, 128636.07, 132858.81, 3307.79, 139566.58
jp50, 62, 6, 129683.62, 134665.28, 3289.45, 139758.35
jp50, 63, 6, 131102.32, 136204.36, 2646.17, 140467.79
jp50, 64, 6, 133386.58, 137294.62, 2076.95, 140918.31
jp50, 65, 6, 134840.55, 138297.66, 1470.16, 141016.60
jp50, 66, 6, 136877.58, 138872.49, 1073.16, 141397.73
jp50, 67, 6, 137737.70, 139259.62, 891.03, 141397.73
jp50, 0, 7, -645477.67, -449568.82, 92243.45, 0.00
jp50, 1, 7, -558556.81, -426892.50, 85282.63, 0.00
jp50, 2, 7, -520031.96, -410874.75, 82515.20, 0.00
jp50, 3, 7, -499952.56, -394562.78, 86868.72, 0.00
jp50, 4, 7, -489302.69, -373143.07, 98348.00, 0.00
jp50, 5, 7, -464125.47, -353878.00, 111734.74, 39261.48
jp50, 6, 7, -447810.59, -327283.82, 122281.68, 39261.48
jp50, 7, 7, -422952.57, -296149.60, 135028.32, 39261.48
jp50, 8, 7, -405184.76, -242406.32, 150483.46, 39261.48
jp50, 9, 7, -379307.07, -174769.55, 153880.53, 43208.67
jp50, 10, 7, -323340.13, -88175.70, 127334.96, 43496.48
jp50, 11, 7, -227701.16, -30838.29, 78394.96, 54326.85
jp50, 12, 7, -23999.27, 9898.82, 16387.03, 54326.85
jp50, 13, 7, 0.00, 14855.25, 15706.45, 54326.85
jp50, 14, 7, 0.00, 22070.37, 17718.43, 62146.26
jp50, 15, 7, 1843.79, 28391.66, 16477.59, 62146.26
jp50, 16, 7, 11906.76, 35573.02, 14850.49, 63139.13
jp50, 17, 7, 20239.99, 41495.01, 11987.99, 66389.64
jp50, 18, 7, 31765.72, 48825.41, 8342.75, 72758.74
jp50, 19, 7, 42973.26, 53298.42, 9037.29, 90518.45
jp50, 20, 7, 46031.99, 57285.30, 10968.87, 93383.14
jp50, 21, 7, 49428.83, 62347.81, 12405.41, 99506.17
jp50, 22, 7, 51438.47, 66490.01, 12247.59, 99506.17
jp50, 23, 7, 55488.96, 73710.73, 12253.99, 99506.17
jp50, 24, 7, 63139.13, 79920.74, 10208.89, 99506.17
jp50, 25, 7, 72758.74, 85017.54, 8043.38, 100148.18
jp50, 26, 7, 77720.80, 88221.07, 6961.78, 102692.74
jp50, 27, 7, 81203.84, 91609.87, 5781.67, 106982.12
jp50, 28, 7, 86058.65, 94910.78, 5414.84, 113506.33
jp50, 29, 7, 89710.29, 97272.59, 5149.70, 113506.33
jp50, 30, 7, 92700.40, 99030.68, 4941.48, 113506.33
jp50, 31, 7, 94832.83, 101185.99, 4594.82, 113506.33
jp50, 32, 7, 97360.85, 102889.36, 4498.56, 114855.53
jp50, 33, 7, 98760.85, 104577.94, 4512.18, 117663.87
jp50, 34, 7, 100148.18, 105924.91, 4208.22, 117663.87
jp50, 35, 7, 102105.90, 107506.05, 3874.98, 117663.87
jp50, 36, 7, 103825.55, 109106.17, 3705.15, 119034.76
jp50, 37, 7, 105348.03, 110459.15, 3396.78, 119034.76
jp50, 38, 7, 106982.12, 111883.22, 3175.60, 119034.76
jp50, 39, 7, 108199.33, 112806.24, 2922.68, 122486.19
jp50, 40, 7, 109548.75, 114195.99, 2939.85, 122486.19
jp50, 41, 7, 111073.98, 115030.20, 2747.07, 122486.19
jp50, 42, 7, 112238.77, 115955.80, 2570.16, 123608.49
jp50, 43, 7, 113372.01, 117106.89, 2568.96, 125161.46
jp50, 44, 7, 114855.53, 118357.69, 2596.00, 127771.16
jp50, 45, 7, 116109.16, 119486.99, 2438.94, 127771.16
jp50, 46, 7, 117053.12, 120424.49, 2521.96, 127771.16
jp50, 47, 7, 118230.71, 121579.06, 2567.68, 128416.44
